Time_analyzed,File_path,video_file_name,Cam_file_name,looming_file_name,looming_on_time_ms,looming_on_frame,pre_event_time_min,pre_event_frame,lens_k1,lens_cx,lens_cy,M_matrix_json,output_dims,new_cam_matrix_json
2026-04-06 11:09:51,C:/Users/yez4/Box/□Ikemoto Lab/127 Emma Gillespie/Looming Test/20260305/AG_Looming_M03_2026-03-05T14_50_44.avi,AG_Looming_M03_2026-03-05T14_50_44.avi,AG_Looming_M03_cam_2026-03-05T14_50_44.csv,AG_Looming_M03_Looming_2026-03-05T15_00_44.csv,54270489,25232,1,23399,-0.400000,960.00,540.00,"[[1.3261509146,0.1912476469,-747.1277770027],[-0.0219478268,1.8721279933,-166.8099133712],[-0.0001062603,0.0005202783,1.0]]","1155,1155","[[1523.4444580078,0.0,960.3719482422],[0.0,1523.1864013672,540.1177368164],[0.0,0.0,1.0]]"
